Sl no,Tweets,Search key,Feeling
2256," #20: @MáireNíGiollaBhríde ed ""@ConallOM Whilst very true a bit glum on a Bank Holiday Monday 🍷""",glum,sad
2257," #21: @Anita ed ""@post_liberal Thank you :)""",glum,sad
2258," #22: @Post-liberal Bot ed ""@cathode_ray8 @glum_bucket Haha""",glum,sad
2259," #23: @Cathode X-Ray ed ""@glum_bucket @post_liberal https://t.co/Uy4vIOzZuU""",glum,sad
2260," #24: @Post-liberal Bot ed ""@glum_bucket Gutted I didnt include them now. Next time I do a poll like this I promise to include the Jesuits, promise.""",glum,sad
2261," #25: @Anita ed ""@post_liberal I am disappointed that no one blames the Jesuits any more, that's a conspiracy theory that's gone completely out of fashion. I think we should try to bring it back, give our Russian friends a bit of a break.""",glum,sad
2262," #26: @えらー＠おでこ拡大中 ed ""@glum_joji 悪くない""",glum,sad
2263," #27: @えらー＠おでこ拡大中 ed ""@glum_joji お金持ちになろ""",glum,sad
2264," #28: @glum bot ed ""Oh, this is breaking my heart SO….""",glum,sad
2265," #29: @Silly girl 😜with Ⓜ️agic 🐕🐶🇬🇧 ed ""RT @SMagic24: Update my jungle This waiting to re plant Using my empty plastic milk bottlesHay weather is not helping😫😩🥺so glum da…""",glum,sad
2266," #30: @Benedict not Cumberbatch ed ""Truth except with added glum people. https://t.co/jdVCZqgcDh""",glum,sad
2267," #31: @TheAverageJoe ed ""After this weeks game of thrones. If I was Jon snow. I’d spend the entire time cuddling and playing with ghost, the direwolf, not bloody brooding and Looking glum, mate you have a wolf that survived a scrap with multiple undead enemies. Give him a snuggle.""",glum,sad
2268," #32: @えらー＠おでこ拡大中 ed ""@glum_joji やれよ""",glum,sad
2269," #33: @Anita ed ""@Zacnaloen I recently had to explain to someone that parties have full access to it, but it didn't matter because he hadn't at any point been given an award for political journalism around how parties use data.""",glum,sad
2270," #34: @あお太郎 ed ""@glum_joji 偉いね☺️👍""",glum,sad
2271," #35: @Anita ed ""RT @EssexCanning: Imagine being a political journalist and not knowing that, by law, every political party is given access to the electoral…""",glum,sad
2272," #36: @Anita ed ""@BellisPerennis0 I remember an article about this but not 100%. Could it be Robert Putnam and Our Kids: The American Dream in Crisis?""",glum,sad
2273," #37: @あお太郎 ed ""@glum_joji そんなひとりで食べへんやん""",glum,sad
2274," #38: @𝓓𝓡.𝓛𝓘𝓥𝓢𝓘 ed ""@AlaniaAlianta @linaiolanda Могло быть примерно так - Витязева пошла глянуть,что за хуета на неё подписалась,а там твит свежий висит.""",glum,sad
2275," #39: @ᵒᵇʳⁱ ed ""y r u so glum self?""",glum,sad
2276," #40: @Jennifer Neilson❌ ed ""RT @dcexaminer: The U.S. jobless rate dropped to the lowest point in 50 years. Democrats could not have been more glum about it.https://…""",glum,sad
2277," #41: @🏴󠁧󠁢󠁳󠁣󠁴󠁿GREIGE 🏴󠁧󠁢󠁳󠁣󠁴󠁿 ed ""@UnionMegan @Jonathon_Shafi Yes the majority of the 40(?) BritNats were good spirited( well they stood there with a glum look on their faces) but there was a few ""shouting nasty abuse"".Granny shouting ""Braindead "" was just embarrassing though.""",glum,sad
2278," #42: @Greg Blue ed ""Not such a glum send-off | Otago Daily Times Online News https://t.co/tBPJlXOeDp""",glum,sad
2279," #43: @💕𝓑𝓪𝓫𝔂 𝓐𝓷𝓰𝓮𝓵 석진 💕 ed ""RT @ineedseoks: who’s a bouncy little cutie?!?!?SEOKJINNIE #BTSatRoseBowl #JIN https://t.co/v7RIxSBs9Q""",glum,sad
2280," #44: @💕𝓑𝓪𝓫𝔂 𝓐𝓷𝓰𝓮𝓵 석진 💕 ed ""RT @beemyhope_: i know kpop isn’t that deep but if anyone would hurt this guy I WILL REALLY COME FOR YOUR FIRST BORN https://t.co/F0vKGEwQiM""",glum,sad
2281," #45: @えらー＠おでこ拡大中 ed ""@glum_joji 勉強してください""",glum,sad
2282," #46: @Sin △⃒⃘🍥 ed ""Feeling a little glum.Hopefully a good night's rest will help me out. See you all tomorrow!""",glum,sad
2283," #47: @glum bot ed ""Hoooly shit y'all.""",glum,sad
2284," #48: @Jack Tominey ed ""@arseblog Feeling so glum about the club today. Fingers crossed I haven't completely wasted money on Valencia this week. Bah.""",glum,sad
2285," #49: @Cresenciaseblos ed ""RT @SMagic24: Update my jungle This waiting to re plant Using my empty plastic milk bottlesHay weather is not helping😫😩🥺It’s so glum da…""",glum,sad
2286," #50: @Pamela Sutherland ed ""There is a world out there filled with glum faces, people who have forgotten how to smile and you're the one who can change that. Just your smile and few kind words is all it takes, to make at least one smile back@calfodeny@richreellis69@Frenche2Blanche#PSMyFollows""",glum,sad
2287," #51: @Oscar Maboko ed ""RT @MichaelOmwony: Logged on a few minutes ago and it's like I'm dreaming. @ChelseaFC freaking qualified for the Champions League. With the…""",glum,sad
2288," #52: @Hannah Forest 🔴⚪️⚽️ ed ""Luton being back in the Championship is a great local game for me next season! If Notts County are feeling glum about the prospect of non-League football they only need look towards the Hatters for inspiration.  #nffc #notts""",glum,sad
2289," #53: @🔶 Barry Smith #FBPE 🇪🇺 ed ""@dontbrexitfixit @R_O_B_C_H My, that's a glum shot of Tommy.""",glum,sad
2290," #54: @Larry Gorkin ed ""@dcexaminer No glum needed. Good news, but focus on the 99% working for the 1%.  Pathetic how income inequality has CEOs making 300X+ vs workers & 95% of tax breaks for 1%-US jobless rate dropped to lowest point in 50 yrs. Dems couldn't have been more glum about it https://t.co/SEQ0nxF7tr""",glum,sad
2291," #55: @StacyMagic24🇬🇧 ed ""RT @SMagic24: Update my jungle This waiting to re plant Using my empty plastic milk bottlesHay weather is not helping😫😩🥺It’s so glum da…""",glum,sad
2292," #56: @Dyeneris ed ""@glum_glok @linaiolanda это невозможно , твиту 3 сек""",glum,sad
2293," #57: @Lilo ed ""RT @ukrreaalii: В'ятрович проти інавгурації Зеленського 19 травня: він не має права на глумЗгідно з указом екс-голови України Ющенка від…"" #58: @StacyMagic24🇬🇧 ed ""Update my jungle This waiting to re plant Using my empty plastic milk bottlesHay weather is not helping😫😩🥺It’s so glum dayBut looking my colourful little jungle make my day🥰my veggie plant in the pot #MaineLovesDeonat #MaineMendoza @mainedcm https://t.co/NC7qiMUj4Q""",glum,sad
2294," #59: @Boevye Kotiki ed ""@glum_glok @dw_gorod_n @uskov_ @Soviet_flag @budapest_inna Так он половину верхушки РККА репрессировал, было б кем заменить, то расстрелял бы наверняка.""",glum,sad
2295," #60: @𝓓𝓡.𝓛𝓘𝓥𝓢𝓘 ed ""@arahau @ksyshaalex1 Странно...как это мои тесть с тёщей приехали в Иваново в 1964 году работать на завод чесальных машин...да ещё и через три года первую квартиру получили.Нелегалы,наверно.""",glum,sad
2296," #61: @Lauhuang ed ""RT @dcexaminer: The U.S. jobless rate dropped to the lowest point in 50 years. Democrats could not have been more glum about it.https://…""",glum,sad
2297," #62: @𝓓𝓡.𝓛𝓘𝓥𝓢𝓘 ed ""@uberraschen @dw_gorod_n @uskov_ @Soviet_flag @budapest_inna Т.е Жуков всё делал наперекор Верховному Главнокомандующему.А хуле теран его тогда не расстрелял-то?..))""",glum,sad
2298," #63: @glum bot ed ""OK, we made it to where we have made it in* *after spending like 30 minutes in the White House Press Corps.""",glum,sad
2299," #64: @Washington Examiner ed ""The U.S. jobless rate dropped to the lowest point in 50 years. Democrats could not have been more glum about it.https://t.co/NozUgkhRRt""",glum,sad
2300," #65: @うめ 『梅』 ed ""RT @wiggins_dakoda: #GameofThrones Ned Stark keeps the craziest secret in Westeros for 2 decades*Sansa: https://t.co/rs1IEZ83we""",glum,sad
2301," #66: @Frostini ed ""@aheag_hoe Why so glum chum?""",glum,sad
2302," #67: @𝓓𝓡.𝓛𝓘𝓥𝓢𝓘 ed ""@linaiolanda В числе читаемых могла быть,вот и могло вылезти в ленту""",glum,sad
2303," #68: @Wendy Watt ed ""think most of the time Detroit is glum and grey and overcast and everyone is on lithum and depressed and it was grungy.  Then there is Calafornia and it's always sunny and everyone is positive and happy. Hollywood.""",glum,sad
2304," #69: @みーさん【もみじ】 ed ""@glum_joji 😡😡😡""",glum,sad
2305," #70: @BornToBeA_Whovian! ed ""god danny sitting with the starks all looking glum and not talking #GameofThrones""",glum,sad
2306," #71: @CybernatWallacesSword ed ""RT @GREIGE24150190: @UKaForceForGood Stood by not ""Stood up"".You were a thin line of closed minded,Union Jack waving,glum faced,groveling…""",glum,sad
2307," #72: @Dr nitin sharma ed ""RT @Ltd_To_Two: There is a world out there filled with glum faces, people who have forgotten how to smile and you're the one who can change…""",glum,sad
2308," #73: @Pamela Sutherland ed ""There is a world out there filled with glum faces, people who have forgotten how to smile and you're the one who can change that. Just your smile and few kind words is all it takes, to make at least one smile back@mason4922@chime_justus@loathe_destine#PSMyFollows""",glum,sad
2309," #74: @Алексей ed ""RT @ukrreaalii: В'ятрович проти інавгурації Зеленського 19 травня: він не має права на глумЗгідно з указом екс-голови України Ющенка від…""",glum,sad
2310," #1: @Texas Town Crier ed ""Obama Unhappy After The New York Times Finally Admits It! - https://t.co/Nk3Qv5dRrD""",unhappy,sad
2311," #2: @✝️✝️✝️ Anti Mammon and Usury Conqueror ✝️✝️✝️ ed ""Better to be single and happy, than married and unhappy.""",unhappy,sad
2312," #3: @いのり ed ""@unhappy__love 任せて！！！冷食盛れば完璧 https://t.co/01nK0EkgdJ""",unhappy,sad
2313," #4: @NordnorskVitensenter ed ""HELP! @  I am unhappy. Need WATER now!! I can not dream of white drum. Nature: Safe and Esker https://t.co/WpUv7c6G8B #plantbot""",unhappy,sad
2314," #5: @sophie|📌 ed ""Michaenghttps://t.co/Xs5Q1SHQh5""",unhappy,sad
2315," #6: @Jean-François Clément C3 Communication ed ""Comment vous sentez_vous aujourd'hui ? #Happy #Unhappy ?Let me feel my way ! @BurgerKing lance la campagne #FeelYourWay, au programme des menus qui correspondent le mieux à votre humeur du moment. #food #burger https://t.co/epbw6uPdb2 via @creapills https://t.co/Q6ShYPaQ9R""",unhappy,sad
2316," #7: @Squid Vicious ed ""@BrianSimsPA Unhappy little man. https://t.co/wZ3rv2c2eq""",unhappy,sad
2317," #8: @VEQTA ed ""“At the moment I’m not so unhappy with the car,” #Leclerc said.“I think in qualifying the car felt amazing, in the race I have a little bit more balance problems. But these are small issues and I’m pretty sure if we work on it we’ll get over it.” https://t.co/Maeo6Rv0Dc""",unhappy,sad
2318," #9: @やす ed ""@KoukiP_Unhappy かっこよくはないです。努力はします。""",unhappy,sad
2319," #10: @Iamhedwig ed ""RT @billionaire_key: Don’t waste a moment of your life worrying about what people might be saying behind your back. There will always be so…""",unhappy,sad
2320," #11: @💙Kat💙 ed ""RT @TXT_bighit: #TXT (#투모로우바이투게더) 스페셜 냥앤멍 Coming Soon!keep 꾹꾹ing ~~ ^ↀᴥↀ^ 🐾🐾🐾🐾 ▽◕ ᴥ ◕▽ ~~ keep 꾹꾹ing❣️ https://t.co/dBfIOy4pc0""",unhappy,sad
2321," #12: @黑 ed ""복수의 이유도 있지만, 절망감에 취한 네 표정은 정말 재미있으니까. 왜. 문제 있어?""",unhappy,sad
2322," #13: @Diwakar Sharma ed ""@CNN Unhappy""",unhappy,sad
2323," #14: @🍓 ed ""If You’re Unhappy With Your Life, It’s Your Responsibility To Change It https://t.co/oxhRBYMfrM""",unhappy,sad
2324," #15: @Rakesh Kumar ed ""RT @ThePrintHindi: योगी नाखुश, प्रवक्ता चुप तो कैसे हो गई माफिया राजन तिवारी की बीजेपी में एंट्री#ThePrintPoliticsबता रहे हैं दिप्रिंट…""",unhappy,sad
2325," #16: @Vinayak Sood ed ""RT @PhilHayYEP: Bielsa has been asked if he will spy on Derby again, and is not taking it lightly. Very unhappy with the question. Also not…""",unhappy,sad
2326," #17: @Sainsbury's ed ""@je0286 Hi Judith. Really sorry you're daughter was unhappy with the quality of the hot chocolate she received. So we can look into this, using the DM link below, could you send over the account holder's name, address and contact number? Thanks. Heather https://t.co/MdMtnTDxYf""",unhappy,sad
2327," #18: @Nikko ed ""Hoooy bat ang dali nyo mka hanap ng kapalit??? — Why blame me if I try to be happy after I was left unhappy? https://t.co/j8CwV5NGzK""",unhappy,sad
2328," #19: @백현홀릭 'ㅅ' ed ""I don’t want to let all those unhappy things to mess up today!!! 今天必须得是快乐的一天""",unhappy,sad
2329," #20: @kinky linny ed ""RT @HexLatex: 🙁Enforcement Drone #6857 is slightly unhappy with your current progress.😠Enforcement Drone #6857 is suggesting that compl…""",unhappy,sad
2330," #21: @るーてぃ@人の不幸は蜜の味 ed ""俺はやらんが""",unhappy,sad
