,usuario,texto,depressao,texto_traduzido
478,avaliabo,"Para para outras pessoas pode ter sido ""algo normal"", mas me afetou porque eu poderia não estar viva agora porque tenho depressão, ansiedade, me corto e tento suicídio com frequência. Vocês têm noção que as palavras podem ser gatilho para suicídio alheio? Tomem cuidado com +",1,"For other people it may have been ""something normal"", but it affected me because I might not be alive now because I have depression, anxiety, I cut myself and I try to suicide frequently. Do you realize that words can trigger another's suicide? Take care +"
479,guillhermemafra,Por que ej sou assim?,0,Why am I like this?
480,buyuzinha,"fiquei 1 dia sem atender minha mãe e hoje quando atendi, fui diagnosticado por ela cm depressão: “olha meu filho tá difícil pra todo mundo, vai passar”, 
eu: tá doida, querida??? Eu to de ressaca",0,"I spent 1 day without attending my mother and today when I attended, I was diagnosed by her in depression: “look my son is difficult for everyone, it will pass”,
me: are you crazy, dear ??? I'm hungover"
481,prefiroana,"Tô trabalhando aí penso ""porra ipê amarelo na aquarela""
Aí cato o caderno, as tinta, pinto uma árvore rapidao, e volto pra esse puta serviço chato",1,"I'm working there I think ""fuck yellow ipe in watercolor""
Then I pick up the notebook, paint it, paint a tree quickly, and go back to this boring service"
482,gghjrje,"hj o deco tá fechado, então quem bora banho doce",1,"hj the deco is closed, so who bora sweet bath"
483,prefiroana,"Nossa eu como uma pessoa q tem transtorno de ansiedade crônica e algum espectro depressivo, ODEIO o setembro amarelo nas redes sociais.
A galera realmente não tem noção nenhuma do q q é fazer parte de uma rede de apoio de pessoas com transtornos psicológicos/psiquiátricos",1,"Wow I as a person who has chronic anxiety disorder and some depressive spectrum, I HATE yellow September on social media.
People really have no idea what it means to be part of a support network for people with psychological / psychiatric disorders"
484,hadas_giovanna,"Eu acho muito estranho ser adultaa não me sinto com 22 anos
P mim pessoas de 22 anos eram gente grande e eu não tenho nem um pano de prato pra chamar de enxoval",1,"I think it's very strange to be an adult I don't feel 22 years old
P me 22 year olds were big people and I don't even have a dish towel to call a layette"
485,bavier,"Eu vou dormir triste, pois quem deveria conhecer o cárcere era Bolsonaro e sua prole e nunca Lula.

#LulaFalaAoBrasil 
#ForaBolsonaro",0,"I'm going to sleep sad, because Bolsonaro and his offspring should never know about prison, and never Lula.

#LulaFalaAoBrasil
#ForaBolsonaro"
486,soseguirai,"Esse homi é o homi !!! KKK o melhor traficante, quem concorda respirar! #GoodGirls #goodgirl #series https://t.co/hsPfVGthcF",0,"This man is the man !!! KKK the best dealer, who agrees to breathe! #GoodGirls #goodgirl #series https://t.co/hsPfVGthcF"
487,leoah_,Agora me deu febre,1,Now gave me fever
488,Noname83661988,Deve ser difícil carregar o peso de melhor casal do mundo skskkskks https://t.co/lFoiqGSOW9,1,It must be hard to carry the weight of the world's best couple skskkskks https://t.co/lFoiqGSOW9
489,gabriel05151734,O mundão girou tu corre atrás agr corre mais rápido que eu to a 200 por hora 💫,1,The world turned you run behind agr runs faster than me at 200 an hour 💫
490,opedrorenno,"Felipe Neto resolveu bater na tecla de colocar a ditadura do proletário ao lado de qualquer outra ditadura burguesa, só pelo ""ditadura"", mas sem se preocupar com a História e os sentidos. Nada de novo por enquanto. É esse argumento raso que despolitiza e não o coloca como aliado.",1,"Felipe Neto decided to hit the key to put the dictatorship of the proletarian alongside any other bourgeois dictatorship, just for the ""dictatorship"", but without worrying about history and the senses. Nothing new for now. It is this shallow argument that depoliticizes and does not place it as an ally."
491,queenyyeri,Comprar um pack do pézinho hj?? https://t.co/nYVdNzCnwZ,1,Buy a pack of the foot hj ?? https://t.co/nYVdNzCnwZ
492,putaspunk,perdeu vc tinha um minuto pra bola o quatro e vinte,0,lost you had a minute for the ball the four twenty
493,tarjapretaporra,"Meu pai morreu comigo ainda jovem.
Mais tarde fazendo terapia fui diagnosticado com depressão.
Cinco anos de divã e medicação....comecei a me recuperar....Então minha mãe morreu.
Remédios,terapia.....quando a vida está voltando,.pááá....desempregado",1,"My father died with me at a young age.
Later in therapy I was diagnosed with depression.
Five years of couch and medication .... I started to recover .... Then my mother died.
Medicines, therapy ..... when life is coming back, .paaa .... unemployed"
494,whosritad,Pensando em já ir de zolpi,1,Thinking about going zolpi
495,azevedorar,estou indisponível pq é #diadealbo https://t.co/dQ6UiYvLKu,1,I'm unavailable because it's #diadealbo https://t.co/dQ6UiYvLKu
496,Amanda07891512,"#Insônia 
#Ansiedade  
#Depressão

Tem sido dias difíceis.  🎗",1,"#Insomnia
#Anxiety
#Depression

It's been a tough day. 🎗"
497,wtfnatan,acho que o evento que eu devo tá mais ansioso eh pro dia em que a cardi b pisar no brasil https://t.co/j30BV18IR9,0,I think the event I should be looking forward to is the day cardi b steps in Brazil https://t.co/j30BV18IR9
498,BielBravo1,"tenho nem roupa e nem namorado para isso,enfim a solidão https://t.co/nza6bVUfqw",1,"I have neither clothes nor boyfriend for that, finally solitude https://t.co/nza6bVUfqw"
499,GoudardHelena,"1 de setembro
Mais um passo para terminar meu tratamento contra a depressão
É possível, to feliz demais :3
#SetembroAmarelo",1,"September 1st
One more step to finish my depression treatment
It's possible, I'm too happy: 3
#SeptemberYellow"
500,lentissia,"depois de vasculhar ferozmente por dias o mercado imobiliário da minha cidade eu entendi por que jovens adultos hoje em dia decidem morar juntos com facilidade

é absurdamente caro pra fazer tudo sozinho no início e se for pra dividir vc só quer com alguém que gosta",1,"after ferociously combing the real estate market in my city for days I understood why young adults today decide to live together easily

it is absurdly expensive to do everything yourself in the beginning and if you want to share you just want with someone you like"
501,somethingwild_,começo de um sonho// deu tudo errado https://t.co/sjn0UmEyVr,0,start of a dream // everything went wrong https://t.co/sjn0UmEyVr
502,soseguirai,"Eu não sei o q tô fazendo aqui ;-; 
Eu tenho 02 fcs no insta,q precisam de uma reformar, e eu tô aqui twitando pra ninguém ;-;",0,"I don't know what I'm doing here; -;
I have 02 fcs on insta, q need a makeover, and I'm here tweeting to anyone; -;"
503,sunrtly,saudade de [inaudivel],0,longing for [inaudible]
504,sunrtly,jaden smith namorando outra loirinha basica tenho mta depressao,0,jaden smith dating another basic blonde i have a lot of depression
505,voguzjin,gebte que exposed do woojin to sme entender nada comi q ele eh babaca parecia tanto ser um amor,0,people who exposed the woojin to without understanding anything I ate that he asshole seemed so much to be a love
506,minhasasneiras,"Mano, voces ja assistiram irmao do Jorel?
Essa animação é maravilhosa e feita por um capixaba. Altas referencias da nossa terrinha ❤",1,"Brother, have you seen Jorel's brother?
This animation is wonderful and made by a capixaba. High references of our little land ❤"
507,geniusintheroom,tenho depressão e nessas últimas horas estou recebendo muitas mensagens mandamdo eu me matar. parabéns aos envolvidos.,1,I have depression and in these last hours I am receiving a lot of messages telling me to kill myself. congratulations to those involved.
508,Francy_Bandeira,Da pra ver a noção correndo ali atrás https://t.co/PXpg75t9xk,0,You can see the notion running back there https://t.co/PXpg75t9xk
509,avaliabo,Sou a única pessoa que entra em qualquer grupo já silencia por um ano sem notificação?,1,Am I the only person who joins any group is silent for a year without notification?
510,lelenaeu,atenção recebi um boa noite nenê to sem depressao,1,attention i got a good night baby without depression
511,soy_girls,o resultado sempre terá sido manipulado se a tua torcida não for a campeã. o certo é que quem ganhar terá uma linda história com o prêmio. #BBB20,1,the result will always have been manipulated if your fans are not the champions. what is certain is that whoever wins will have a beautiful story with the prize. # BBB20
512,sbco_oficial,"O mais importante é sempre estar atento aos sinais da #depressão e buscar ou orientar sobre a importância de um atendimento especializado.
Vale lembrar que o Setembro Amarelo é o período da campanha, mas a conscientização sobre o suicídio deve ser feito o ano inteiro!",0,"The most important thing is to always be attentive to the signs of depression and seek or advise on the importance of specialized care.
It is worth remembering that the Yellow September is the period of the campaign, but awareness of suicide must be done all year long!"
513,expansaomental,Sexo putaria sacanagem e Oreo,1,Slutty whoring sex and Oreo
514,muriloeferreira,"Só quero surtar, pqp",1,"I just want to freak out, cuz"
515,aprilrudgate,mano a mina apareceu seminua na aula com o namorado,1,bro the mine showed up half naked in class with her boyfriend
516,jeonIord,bodia,1,good morning
517,SintoMuitoBlues,"Vontade de McDonalds, de pizza, de arrozinho com feijão da mamãe 😔",1,"McDonalds, pizza, rice pudding with mommy's will 😔"
518,barbaraton,pensando seriamente em pintar meu cabelo de rosa,1,seriously thinking about dyeing my hair pink
519,yunhomins,quem dera isso dar certo mesmo https://t.co/hCD35y4e2U,1,I wish it worked even https://t.co/hCD35y4e2U
520,veronicacstas,Parem de falar que tem ansiedade/depressão sem nunca ter sido diagnosticado por um médico. Merda,0,Stop saying that you have anxiety / depression without ever being diagnosed by a doctor. Shit
521,somethingwild_,oi gente alguem quer comprar 257 reais em vestidos pra mim? so falando ne se alguem quiser pagar o boleto tamos ai,0,"hi people, anyone want to buy 257 reais in dresses for me? just talking ne if anyone wants to pay the ticket we are there"
522,SintoMuitoBlues,era la música é uma música injustiçada demais. Os arranjos sabe? TUDO PRA MIM,1,era music is too wronged music. Do you know the arrangements? EVERYTHING TO ME
523,gabriel05151734,Eu amo ❤️😍🤩 https://t.co/i4gHsg7fX2,1,I love ❤️😍🤩 https://t.co/i4gHsg7fX2
524,urreagolden,"entao, vou explicar. tenho endometriose e ela me trouxe síndrome do pânico, ansiedade, insônia e depressão. há um ano eu fui diagnosticado com ela, e há um ano eu morro de dor, e eu não sinto vontade de fazer nada. simplesmente existo e peço pra que um dia minha vida volte ao +",1,"then, I will explain. I have endometriosis and it brought me panic disorder, anxiety, insomnia and depression. a year ago I was diagnosed with it, and a year ago I am in pain, and I don't feel like doing anything. I simply exist and ask that one day my life will return to +"
525,guillhermemafra,"BRINCADEIRA NOVA: 

me manda um hambúrguer com uma coquinha gelada e dois copão de açaí e eu digo se esperava ou não",0,"NEW PLAY:

send me a hamburger with a cold cookie and two glasses of açaí and I say if I expected it or not"
526,BielBravo1,"Eu,Lívia  e a Mariana planejando nossa viagem pro México https://t.co/IkMLHybM9X",1,"Me, Lívia and Mariana planning our trip to Mexico https://t.co/IkMLHybM9X"
527,somethingwild_,engraçado qnd voce olha uma foto e consegue lembrar do exato momento em que ela foi tirada e vem aquele sentimento meu deus como eu tava feliz,0,funny when you look at a photo and can remember the exact moment it was taken and that feeling comes my god how happy I was
528,kkkkaylinha,Nois tá suave em final de semana,1,Nois is smooth on the weekend
529,kattaastrofe,voltei kkkkkkkk,1,I returned kkkkkkkk
530,Dandaodofloow,"Boa noite, família! Fui na igreja Deus abençoou e amanhã tem feriado.

Só penso em dormir e nem quero ver a cara de ninguém.

Obrigado Dom Pedro, você é mil! Mais um dia pra gente ficar vagabundando",0,"Good night family! I went to church God blessed and tomorrow has a holiday.

I just think about sleeping and I don't even want to see anyone's face.

Thank you Dom Pedro, you are a thousand! One more day for us to wander"
531,YaHoshii_ah,"Percebi que tenho uma grande problema que a depressão/ansiedade me causa, me custa levantar e ir estudar, mas quando eu consigo ir, fico por horas ali. Hoje comecei ás 10h e parei agora 🙃",1,"I realized that I have a big problem that depression / anxiety causes me, it costs me to get up and go to study, but when I can go, I stay there for hours. Today I started at 10am and stopped now 🙃"
532,achrystinaoc,"Gente pra eu odiar alguma coisa ela tem que ter relevância na minha vida, de criança mesmo só quero distancia já basta as que eu sou obrigada a conviver https://t.co/AqiWDSZs5B",1,"People for me to hate something it has to have relevance in my life, as a child I just want to distance myself already enough those I have to live with https://t.co/AqiWDSZs5B"
533,bavier,"Hoje conhecemos a diferença entre um trypanosoma cruzi e um ESTADISTA.

#ForaBolsonaro",0,"Today we know the difference between a trypanosoma cruzi and a STATIST.

#ForaBolsonaro"
534,MaraMPB,"Os filmes do Charlie Kauffman parecem sonhos estranhos.Estou Pensando em Acabar com Tudo me lembrou um episódio de Castle Rock que mostra a perda de senso temporal q a Sissy Spacek tem devido ao Alzheimer. Ah, e Toni Collette, como sempre, maravilhosa.",1,"Charlie Kauffman's films look like strange dreams. I'm thinking about ending it all reminded me of an episode of Castle Rock that shows the loss of time that Sissy Spacek has due to Alzheimer's. Oh, and Toni Collette, as always, wonderful."
